TipoTumor,Farmaco,Resultados
Gastric Carcinoma In Situ,OLAPARIB,0
Gastric Carcinoma In Situ,TRAMETINIB,0
Gastric Carcinoma In Situ,RIBOCICLIB,0
Gastric Carcinoma In Situ,DURVALUMAB,0
Gastric Carcinoma In Situ,LENVATINIB,0
Gastric Carcinoma In Situ,PALBOCICLIB,0
Gastric Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,0
Gastric Carcinoma In Situ,IPILIMUMAB,0
Gastric Carcinoma In Situ,PAZOPANIB,0
Gastric Carcinoma In Situ,CRIZOTINIB,4
Gastric Carcinoma In Situ,TRABECTEDINA,0
Gastric Carcinoma In Situ,AVELumab,0
Gastric Carcinoma In Situ,LORLATINIB,0
Gastric Carcinoma In Situ,ENZALUTAMIDA,0
Gastric Carcinoma In Situ,AFATINIB,0
Gastric Carcinoma In Situ,CAPECITABINA,2
Gastric Carcinoma In Situ,CETUXIMAB,0
Gastric Carcinoma In Situ,PACLitaxel ALBUMINA,0
Gastric Carcinoma In Situ,AFLIBERCEPT,0
Gastric Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Gastric Carcinoma In Situ,eriBULina,0
Gastric Carcinoma In Situ,PACLITAXEL,9
Gastric Carcinoma In Situ,CLORURO DE SODIO,0
Gastric Carcinoma In Situ,ENCORAFENIB,0
Gastric Carcinoma In Situ,EVEROLIMUS,0
Gastric Carcinoma In Situ,VINORELBINA,0
Gastric Carcinoma In Situ,PEMETREXED,0
Gastric Carcinoma In Situ,BINIMETINIB,0
Gastric Carcinoma In Situ,CARBOPLATINO,2
Gastric Carcinoma In Situ,ABIRATERONA,0
Gastric Carcinoma In Situ,DENOSUMAB,0
Gastric Carcinoma In Situ,EVEROLIMUS,0
Gastric Carcinoma In Situ,FILGRASTIM,0
Gastric Carcinoma In Situ,FLUOROURACILO,30
Gastric Carcinoma In Situ,DOXORUBICINA,7
Gastric Carcinoma In Situ,GEMCITABINA,2
Gastric Carcinoma In Situ,REGORAFENIB,0
Gastric Carcinoma In Situ,SELPERCATINIB,0
Gastric Carcinoma In Situ,REMDESIVIR,0
Gastric Carcinoma In Situ,ENOXAPARINA,0
Gastric Carcinoma In Situ,IRINOTECAN,2
Gastric Carcinoma In Situ,NINTEDANIB,0
Gastric Carcinoma In Situ,PLERIXAFOR,0
Gastric Carcinoma In Situ,ALPELISIB,0
Gastric Carcinoma In Situ,RUCAPARIB,0
Gastric Carcinoma In Situ,ALBÚMINA,0
Gastric Carcinoma In Situ,TEMOZOLOMIDA,1
Gastric Carcinoma In Situ,OXALIPLATINO,6
Gastric Carcinoma In Situ,SOTORASIB,0
Gastrointestinal Carcinosarcoma,PEMBROlizumab,0
Gastrointestinal Carcinosarcoma,OSIMERTINIB,0
Gastrointestinal Carcinosarcoma,NIVOlumab,0
Gastrointestinal Carcinosarcoma,ABEMACICLIB,0
Gastrointestinal Carcinosarcoma,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Carcinosarcoma,PERTuzumab,0
Gastrointestinal Carcinosarcoma,PANItumumab,0
Gastrointestinal Carcinosarcoma,ALECTINIB,0
Gastrointestinal Carcinosarcoma,DABRAFENIB,0
Gastrointestinal Carcinosarcoma,NIRAPARIB,0
Gastrointestinal Carcinosarcoma,TRASTuzumab,0
Gastrointestinal Carcinosarcoma,CABOZANTINIB,1
Gastrointestinal Carcinosarcoma,DERUXTECAN TRASTUZUMAB,0
Gastrointestinal Carcinosarcoma,RAMUCIRUMAB,0
Gastrointestinal Carcinosarcoma,ATEZOlizumab,0
Gastrointestinal Carcinosarcoma,BEVACIZUMAB,0
Gastrointestinal Carcinosarcoma,OLAPARIB,0
Gastrointestinal Carcinosarcoma,TRAMETINIB,0
Gastrointestinal Carcinosarcoma,RIBOCICLIB,0
Gastrointestinal Carcinosarcoma,DURVALUMAB,0
Gastrointestinal Carcinosarcoma,LENVATINIB,0
Gastrointestinal Carcinosarcoma,PALBOCICLIB,0
Gastrointestinal Carcinosarcoma,TRIFLURIDINA TIPIRACILO,0
Gastrointestinal Carcinosarcoma,IPILIMUMAB,0
Gastrointestinal Carcinosarcoma,PAZOPANIB,1
Gastrointestinal Carcinosarcoma,CRIZOTINIB,0
Gastrointestinal Carcinosarcoma,TRABECTEDINA,0
Gastrointestinal Carcinosarcoma,AVELumab,0
Gastrointestinal Carcinosarcoma,LORLATINIB,0
Gastrointestinal Carcinosarcoma,ENZALUTAMIDA,0
Gastrointestinal Carcinosarcoma,AFATINIB,0
Gastrointestinal Carcinosarcoma,CAPECITABINA,1
Gastrointestinal Carcinosarcoma,CETUXIMAB,0
Gastrointestinal Carcinosarcoma,PACLitaxel ALBUMINA,0
Gastrointestinal Carcinosarcoma,AFLIBERCEPT,0
Gastrointestinal Carcinosarcoma,SACITUZUMAB GOVITECAN,0
Gastrointestinal Carcinosarcoma,eriBULina,0
Gastrointestinal Carcinosarcoma,PACLITAXEL,4
Gastrointestinal Carcinosarcoma,CLORURO DE SODIO,0
Gastrointestinal Carcinosarcoma,ENCORAFENIB,0
Gastrointestinal Carcinosarcoma,EVEROLIMUS,0
Gastrointestinal Carcinosarcoma,VINORELBINA,0
Gastrointestinal Carcinosarcoma,PEMETREXED,0
Gastrointestinal Carcinosarcoma,BINIMETINIB,0
Gastrointestinal Carcinosarcoma,CARBOPLATINO,2
Gastrointestinal Carcinosarcoma,ABIRATERONA,0
Gastrointestinal Carcinosarcoma,DENOSUMAB,0
Gastrointestinal Carcinosarcoma,EVEROLIMUS,0
Gastrointestinal Carcinosarcoma,FILGRASTIM,0
Gastrointestinal Carcinosarcoma,FLUOROURACILO,4
Gastrointestinal Carcinosarcoma,DOXORUBICINA,0
Gastrointestinal Carcinosarcoma,GEMCITABINA,2
Gastrointestinal Carcinosarcoma,REGORAFENIB,0
Gastrointestinal Carcinosarcoma,SELPERCATINIB,0
Gastrointestinal Carcinosarcoma,REMDESIVIR,0
Gastrointestinal Carcinosarcoma,ENOXAPARINA,0
Gastrointestinal Carcinosarcoma,IRINOTECAN,1
Gastrointestinal Carcinosarcoma,NINTEDANIB,0
Gastrointestinal Carcinosarcoma,PLERIXAFOR,0
Gastrointestinal Carcinosarcoma,ALPELISIB,0
Gastrointestinal Carcinosarcoma,RUCAPARIB,0
Gastrointestinal Carcinosarcoma,ALBÚMINA,0
Gastrointestinal Carcinosarcoma,TEMOZOLOMIDA,0
Gastrointestinal Carcinosarcoma,OXALIPLATINO,1
Gastrointestinal Carcinosarcoma,SOTORASIB,0
Gastrointestinal Dysplasia,PEMBROlizumab,0
Gastrointestinal Dysplasia,OSIMERTINIB,0
Gastrointestinal Dysplasia,NIVOlumab,0
Gastrointestinal Dysplasia,ABEMACICLIB,0
Gastrointestinal Dysplasia,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Dysplasia,PERTuzumab,0
Gastrointestinal Dysplasia,PANItumumab,0
Gastrointestinal Dysplasia,ALECTINIB,0
Gastrointestinal Dysplasia,DABRAFENIB,0
Gastrointestinal Dysplasia,NIRAPARIB,0
Gastrointestinal Dysplasia,TRASTuzumab,1
Gastrointestinal Dysplasia,CABOZANTINIB,0
Gastrointestinal Dysplasia,DERUXTECAN TRASTUZUMAB,0
Gastrointestinal Dysplasia,RAMUCIRUMAB,0
Gastrointestinal Dysplasia,ATEZOlizumab,0
Gastrointestinal Dysplasia,BEVACIZUMAB,4
Gastrointestinal Dysplasia,OLAPARIB,0
Gastrointestinal Dysplasia,TRAMETINIB,0
Gastrointestinal Dysplasia,RIBOCICLIB,0
Gastrointestinal Dysplasia,DURVALUMAB,0
Gastrointestinal Dysplasia,LENVATINIB,0
Gastrointestinal Dysplasia,PALBOCICLIB,1
Gastrointestinal Dysplasia,TRIFLURIDINA TIPIRACILO,0
Gastrointestinal Dysplasia,IPILIMUMAB,0
Gastrointestinal Dysplasia,PAZOPANIB,0
Gastrointestinal Dysplasia,CRIZOTINIB,0
Gastrointestinal Dysplasia,TRABECTEDINA,0
Gastrointestinal Dysplasia,AVELumab,0
Gastrointestinal Dysplasia,LORLATINIB,0
Gastrointestinal Dysplasia,ENZALUTAMIDA,0
Gastrointestinal Dysplasia,AFATINIB,0
Gastrointestinal Dysplasia,CAPECITABINA,1
Gastrointestinal Dysplasia,CETUXIMAB,0
Gastrointestinal Dysplasia,PACLitaxel ALBUMINA,0
Gastrointestinal Dysplasia,AFLIBERCEPT,0
Gastrointestinal Dysplasia,SACITUZUMAB GOVITECAN,0
Gastrointestinal Dysplasia,eriBULina,0
Gastrointestinal Dysplasia,PACLITAXEL,3
Gastrointestinal Dysplasia,CLORURO DE SODIO,0
Gastrointestinal Dysplasia,ENCORAFENIB,0
Gastrointestinal Dysplasia,EVEROLIMUS,0
Gastrointestinal Dysplasia,VINORELBINA,0
Gastrointestinal Dysplasia,PEMETREXED,0
Gastrointestinal Dysplasia,BINIMETINIB,0
Gastrointestinal Dysplasia,CARBOPLATINO,0
Gastrointestinal Dysplasia,ABIRATERONA,0
Gastrointestinal Dysplasia,DENOSUMAB,0
Gastrointestinal Dysplasia,EVEROLIMUS,0
Gastrointestinal Dysplasia,FILGRASTIM,0
Gastrointestinal Dysplasia,FLUOROURACILO,3
Gastrointestinal Dysplasia,DOXORUBICINA,1
Gastrointestinal Dysplasia,GEMCITABINA,0
Gastrointestinal Dysplasia,REGORAFENIB,0
Gastrointestinal Dysplasia,SELPERCATINIB,0
Gastrointestinal Dysplasia,REMDESIVIR,0
Gastrointestinal Dysplasia,ENOXAPARINA,0
Gastrointestinal Dysplasia,IRINOTECAN,0
Gastrointestinal Dysplasia,NINTEDANIB,0
Gastrointestinal Dysplasia,PLERIXAFOR,0
Gastrointestinal Dysplasia,ALPELISIB,0
Gastrointestinal Dysplasia,RUCAPARIB,0
Gastrointestinal Dysplasia,ALBÚMINA,0
Gastrointestinal Dysplasia,TEMOZOLOMIDA,0
Gastrointestinal Dysplasia,OXALIPLATINO,0
Gastrointestinal Dysplasia,SOTORASIB,0
Gastric Carcinosarcoma,PEMBROlizumab,0
Gastric Carcinosarcoma,OSIMERTINIB,0
Gastric Carcinosarcoma,NIVOlumab,0
Gastric Carcinosarcoma,ABEMACICLIB,0
Gastric Carcinosarcoma,EMTANSINA TRASTUZUMAB,0
Gastric Carcinosarcoma,PERTuzumab,0
Gastric Carcinosarcoma,PANItumumab,0
Gastric Carcinosarcoma,ALECTINIB,0
Gastric Carcinosarcoma,DABRAFENIB,0
Gastric Carcinosarcoma,NIRAPARIB,0
Gastric Carcinosarcoma,TRASTuzumab,3
Gastric Carcinosarcoma,CABOZANTINIB,0
Gastric Carcinosarcoma,DERUXTECAN TRASTUZUMAB,0
Gastric Carcinosarcoma,RAMUCIRUMAB,0
Gastric Carcinosarcoma,ATEZOlizumab,0
Gastric Carcinosarcoma,BEVACIZUMAB,0
Gastric Carcinosarcoma,OLAPARIB,0
Gastric Carcinosarcoma,TRAMETINIB,0
Gastric Carcinosarcoma,RIBOCICLIB,0
Gastric Carcinosarcoma,DURVALUMAB,0
Gastric Carcinosarcoma,LENVATINIB,0
Gastric Carcinosarcoma,PALBOCICLIB,0
Gastric Carcinosarcoma,TRIFLURIDINA TIPIRACILO,0
Gastric Carcinosarcoma,IPILIMUMAB,0
Gastric Carcinosarcoma,PAZOPANIB,1
Gastric Carcinosarcoma,CRIZOTINIB,0
Gastric Carcinosarcoma,TRABECTEDINA,0
Gastric Carcinosarcoma,AVELumab,0
Gastric Carcinosarcoma,LORLATINIB,0
Gastric Carcinosarcoma,ENZALUTAMIDA,0
Gastric Carcinosarcoma,AFATINIB,0
Gastric Carcinosarcoma,CAPECITABINA,0
Gastric Carcinosarcoma,CETUXIMAB,0
Gastric Carcinosarcoma,PACLitaxel ALBUMINA,0
Gastric Carcinosarcoma,AFLIBERCEPT,0
Gastric Carcinosarcoma,SACITUZUMAB GOVITECAN,0
Gastric Carcinosarcoma,eriBULina,0
Gastric Carcinosarcoma,PACLITAXEL,3
Gastric Carcinosarcoma,CLORURO DE SODIO,0
Gastric Carcinosarcoma,ENCORAFENIB,0
Gastric Carcinosarcoma,EVEROLIMUS,0
Gastric Carcinosarcoma,VINORELBINA,0
Gastric Carcinosarcoma,PEMETREXED,0
Gastric Carcinosarcoma,BINIMETINIB,0
Gastric Carcinosarcoma,CARBOPLATINO,3
Gastric Carcinosarcoma,ABIRATERONA,0
Gastric Carcinosarcoma,DENOSUMAB,0
Gastric Carcinosarcoma,EVEROLIMUS,0
Gastric Carcinosarcoma,FILGRASTIM,0
Gastric Carcinosarcoma,FLUOROURACILO,8
Gastric Carcinosarcoma,DOXORUBICINA,2
Gastric Carcinosarcoma,GEMCITABINA,1
Gastric Carcinosarcoma,REGORAFENIB,0
Gastric Carcinosarcoma,SELPERCATINIB,0
Gastric Carcinosarcoma,REMDESIVIR,0
Gastric Carcinosarcoma,ENOXAPARINA,0
Gastric Carcinosarcoma,IRINOTECAN,1
Gastric Carcinosarcoma,NINTEDANIB,0
Gastric Carcinosarcoma,PLERIXAFOR,0
Gastric Carcinosarcoma,ALPELISIB,0
Gastric Carcinosarcoma,RUCAPARIB,0
Gastric Carcinosarcoma,ALBÚMINA,0
Gastric Carcinosarcoma,TEMOZOLOMIDA,0
Gastric Carcinosarcoma,OXALIPLATINO,1
Gastric Carcinosarcoma,SOTORASIB,0
Esophageal Dysplasia,PEMBROlizumab,0
Esophageal Dysplasia,OSIMERTINIB,0
Esophageal Dysplasia,NIVOlumab,0
Esophageal Dysplasia,ABEMACICLIB,0
Esophageal Dysplasia,EMTANSINA TRASTUZUMAB,0
Esophageal Dysplasia,PERTuzumab,0
Esophageal Dysplasia,PANItumumab,0
Esophageal Dysplasia,ALECTINIB,0
Esophageal Dysplasia,DABRAFENIB,0
Esophageal Dysplasia,NIRAPARIB,0
Esophageal Dysplasia,TRASTuzumab,6
Esophageal Dysplasia,CABOZANTINIB,0
Esophageal Dysplasia,DERUXTECAN TRASTUZUMAB,0
Esophageal Dysplasia,RAMUCIRUMAB,0
Esophageal Dysplasia,ATEZOlizumab,0
Esophageal Dysplasia,BEVACIZUMAB,2
Esophageal Dysplasia,OLAPARIB,0
Esophageal Dysplasia,TRAMETINIB,0
Esophageal Dysplasia,RIBOCICLIB,0
Esophageal Dysplasia,DURVALUMAB,0
Esophageal Dysplasia,LENVATINIB,0
Esophageal Dysplasia,PALBOCICLIB,1
Esophageal Dysplasia,TRIFLURIDINA TIPIRACILO,0
Esophageal Dysplasia,IPILIMUMAB,0
Esophageal Dysplasia,PAZOPANIB,0
Esophageal Dysplasia,CRIZOTINIB,0
Esophageal Dysplasia,TRABECTEDINA,0
Esophageal Dysplasia,AVELumab,0
Esophageal Dysplasia,LORLATINIB,0
Esophageal Dysplasia,ENZALUTAMIDA,0
Esophageal Dysplasia,AFATINIB,0
Esophageal Dysplasia,CAPECITABINA,1
Esophageal Dysplasia,CETUXIMAB,0
Esophageal Dysplasia,PACLitaxel ALBUMINA,0
Esophageal Dysplasia,AFLIBERCEPT,0
Esophageal Dysplasia,SACITUZUMAB GOVITECAN,0
Esophageal Dysplasia,eriBULina,0
Esophageal Dysplasia,PACLITAXEL,4
Esophageal Dysplasia,CLORURO DE SODIO,0
Esophageal Dysplasia,ENCORAFENIB,0
Esophageal Dysplasia,EVEROLIMUS,0
Esophageal Dysplasia,VINORELBINA,0
Esophageal Dysplasia,PEMETREXED,0
Esophageal Dysplasia,BINIMETINIB,0
Esophageal Dysplasia,CARBOPLATINO,0
Esophageal Dysplasia,ABIRATERONA,0
Esophageal Dysplasia,DENOSUMAB,0
Esophageal Dysplasia,EVEROLIMUS,0
Esophageal Dysplasia,FILGRASTIM,0
Esophageal Dysplasia,FLUOROURACILO,11
Esophageal Dysplasia,DOXORUBICINA,4
Esophageal Dysplasia,GEMCITABINA,0
Esophageal Dysplasia,REGORAFENIB,0
Esophageal Dysplasia,SELPERCATINIB,0
Esophageal Dysplasia,REMDESIVIR,0
Esophageal Dysplasia,ENOXAPARINA,0
Esophageal Dysplasia,IRINOTECAN,0
Esophageal Dysplasia,NINTEDANIB,0
Esophageal Dysplasia,PLERIXAFOR,0
Esophageal Dysplasia,ALPELISIB,0
Esophageal Dysplasia,RUCAPARIB,0
Esophageal Dysplasia,ALBÚMINA,0
Esophageal Dysplasia,TEMOZOLOMIDA,0
Esophageal Dysplasia,OXALIPLATINO,0
Esophageal Dysplasia,SOTORASIB,0
Small Intestine Carcinoma In Situ,PEMBROlizumab,1
Small Intestine Carcinoma In Situ,OSIMERTINIB,0
Small Intestine Carcinoma In Situ,NIVOlumab,0
Small Intestine Carcinoma In Situ,ABEMACICLIB,0
Small Intestine Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Small Intestine Carcinoma In Situ,PERTuzumab,0
Small Intestine Carcinoma In Situ,PANItumumab,0
Small Intestine Carcinoma In Situ,ALECTINIB,0
Small Intestine Carcinoma In Situ,DABRAFENIB,0
Small Intestine Carcinoma In Situ,NIRAPARIB,0
Small Intestine Carcinoma In Situ,TRASTuzumab,1
Small Intestine Carcinoma In Situ,CABOZANTINIB,0
Small Intestine Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,0
Small Intestine Carcinoma In Situ,RAMUCIRUMAB,0
Small Intestine Carcinoma In Situ,ATEZOlizumab,0
Small Intestine Carcinoma In Situ,BEVACIZUMAB,0
Small Intestine Carcinoma In Situ,OLAPARIB,0
Small Intestine Carcinoma In Situ,TRAMETINIB,0
Small Intestine Carcinoma In Situ,RIBOCICLIB,0
Small Intestine Carcinoma In Situ,DURVALUMAB,0
Small Intestine Carcinoma In Situ,LENVATINIB,0
Small Intestine Carcinoma In Situ,PALBOCICLIB,0
Small Intestine Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,0
Small Intestine Carcinoma In Situ,IPILIMUMAB,0
Small Intestine Carcinoma In Situ,PAZOPANIB,0
Small Intestine Carcinoma In Situ,CRIZOTINIB,0
Small Intestine Carcinoma In Situ,TRABECTEDINA,0
Small Intestine Carcinoma In Situ,AVELumab,0
Small Intestine Carcinoma In Situ,LORLATINIB,0
Small Intestine Carcinoma In Situ,ENZALUTAMIDA,0
Small Intestine Carcinoma In Situ,AFATINIB,0
Small Intestine Carcinoma In Situ,CAPECITABINA,0
Small Intestine Carcinoma In Situ,CETUXIMAB,0
Small Intestine Carcinoma In Situ,PACLitaxel ALBUMINA,0
Small Intestine Carcinoma In Situ,AFLIBERCEPT,0
Small Intestine Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Small Intestine Carcinoma In Situ,eriBULina,0
Small Intestine Carcinoma In Situ,PACLITAXEL,0
Small Intestine Carcinoma In Situ,CLORURO DE SODIO,0
Small Intestine Carcinoma In Situ,ENCORAFENIB,0
Small Intestine Carcinoma In Situ,EVEROLIMUS,0
Small Intestine Carcinoma In Situ,VINORELBINA,0
Small Intestine Carcinoma In Situ,PEMETREXED,0
Small Intestine Carcinoma In Situ,BINIMETINIB,0
Small Intestine Carcinoma In Situ,CARBOPLATINO,0
Small Intestine Carcinoma In Situ,ABIRATERONA,0
Small Intestine Carcinoma In Situ,DENOSUMAB,0
Small Intestine Carcinoma In Situ,EVEROLIMUS,0
Small Intestine Carcinoma In Situ,FILGRASTIM,0
Small Intestine Carcinoma In Situ,FLUOROURACILO,3
Small Intestine Carcinoma In Situ,DOXORUBICINA,0
Small Intestine Carcinoma In Situ,GEMCITABINA,0
Small Intestine Carcinoma In Situ,REGORAFENIB,0
Small Intestine Carcinoma In Situ,SELPERCATINIB,0
Small Intestine Carcinoma In Situ,REMDESIVIR,0
Small Intestine Carcinoma In Situ,ENOXAPARINA,0
Small Intestine Carcinoma In Situ,IRINOTECAN,0
Small Intestine Carcinoma In Situ,NINTEDANIB,1
Small Intestine Carcinoma In Situ,PLERIXAFOR,0
Small Intestine Carcinoma In Situ,ALPELISIB,0
Small Intestine Carcinoma In Situ,RUCAPARIB,0
Small Intestine Carcinoma In Situ,ALBÚMINA,0
Small Intestine Carcinoma In Situ,TEMOZOLOMIDA,0
Small Intestine Carcinoma In Situ,OXALIPLATINO,0
Small Intestine Carcinoma In Situ,SOTORASIB,0
Colorectal Dysplasia,PEMBROlizumab,1
Colorectal Dysplasia,OSIMERTINIB,0
Colorectal Dysplasia,NIVOlumab,0
Colorectal Dysplasia,ABEMACICLIB,0
Colorectal Dysplasia,EMTANSINA TRASTUZUMAB,0
Colorectal Dysplasia,PERTuzumab,0
Colorectal Dysplasia,PANItumumab,1
Colorectal Dysplasia,ALECTINIB,0
Colorectal Dysplasia,DABRAFENIB,0
Colorectal Dysplasia,NIRAPARIB,0
Colorectal Dysplasia,TRASTuzumab,0
Colorectal Dysplasia,CABOZANTINIB,0
Colorectal Dysplasia,DERUXTECAN TRASTUZUMAB,0
Colorectal Dysplasia,RAMUCIRUMAB,0
Colorectal Dysplasia,ATEZOlizumab,0
Colorectal Dysplasia,BEVACIZUMAB,1
Colorectal Dysplasia,OLAPARIB,0
Colorectal Dysplasia,TRAMETINIB,0
Colorectal Dysplasia,RIBOCICLIB,0
Colorectal Dysplasia,DURVALUMAB,0
Colorectal Dysplasia,LENVATINIB,0
Colorectal Dysplasia,PALBOCICLIB,0
Colorectal Dysplasia,TRIFLURIDINA TIPIRACILO,0
Colorectal Dysplasia,IPILIMUMAB,0
Colorectal Dysplasia,PAZOPANIB,0
Colorectal Dysplasia,CRIZOTINIB,0
Colorectal Dysplasia,TRABECTEDINA,0
Colorectal Dysplasia,AVELumab,0
Colorectal Dysplasia,LORLATINIB,0
Colorectal Dysplasia,ENZALUTAMIDA,0
Colorectal Dysplasia,AFATINIB,0
Colorectal Dysplasia,CAPECITABINA,1
Colorectal Dysplasia,CETUXIMAB,1
Colorectal Dysplasia,PACLitaxel ALBUMINA,0
Colorectal Dysplasia,AFLIBERCEPT,0
Colorectal Dysplasia,SACITUZUMAB GOVITECAN,0
Colorectal Dysplasia,eriBULina,0
Colorectal Dysplasia,PACLITAXEL,1
Colorectal Dysplasia,CLORURO DE SODIO,0
Colorectal Dysplasia,ENCORAFENIB,0
Colorectal Dysplasia,EVEROLIMUS,0
Colorectal Dysplasia,VINORELBINA,0
Colorectal Dysplasia,PEMETREXED,0
Colorectal Dysplasia,BINIMETINIB,0
Colorectal Dysplasia,CARBOPLATINO,1
Colorectal Dysplasia,ABIRATERONA,0
Colorectal Dysplasia,DENOSUMAB,0
Colorectal Dysplasia,EVEROLIMUS,0
Colorectal Dysplasia,FILGRASTIM,0
Colorectal Dysplasia,FLUOROURACILO,13
Colorectal Dysplasia,DOXORUBICINA,0
Colorectal Dysplasia,GEMCITABINA,0
Colorectal Dysplasia,REGORAFENIB,0
Colorectal Dysplasia,SELPERCATINIB,0
Colorectal Dysplasia,REMDESIVIR,0
Colorectal Dysplasia,ENOXAPARINA,0
Colorectal Dysplasia,IRINOTECAN,1
Colorectal Dysplasia,NINTEDANIB,0
Colorectal Dysplasia,PLERIXAFOR,0
Colorectal Dysplasia,ALPELISIB,0
Colorectal Dysplasia,RUCAPARIB,0
Colorectal Dysplasia,ALBÚMINA,0
Colorectal Dysplasia,TEMOZOLOMIDA,0
Colorectal Dysplasia,OXALIPLATINO,3
Colorectal Dysplasia,SOTORASIB,0
Gastrointestinal Sarcoma,PEMBROlizumab,8
Gastrointestinal Sarcoma,OSIMERTINIB,0
Gastrointestinal Sarcoma,NIVOlumab,7
Gastrointestinal Sarcoma,ABEMACICLIB,0
Gastrointestinal Sarcoma,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Sarcoma,PERTuzumab,0
Gastrointestinal Sarcoma,PANItumumab,7
Gastrointestinal Sarcoma,ALECTINIB,1
Gastrointestinal Sarcoma,DABRAFENIB,4
Gastrointestinal Sarcoma,NIRAPARIB,0
Gastrointestinal Sarcoma,TRASTuzumab,3
Gastrointestinal Sarcoma,CABOZANTINIB,11
Gastrointestinal Sarcoma,DERUXTECAN TRASTUZUMAB,0
Gastrointestinal Sarcoma,RAMUCIRUMAB,0
Gastrointestinal Sarcoma,ATEZOlizumab,0
Gastrointestinal Sarcoma,BEVACIZUMAB,17
Gastrointestinal Sarcoma,OLAPARIB,0
Gastrointestinal Sarcoma,TRAMETINIB,5
Gastrointestinal Sarcoma,RIBOCICLIB,0
Gastrointestinal Sarcoma,DURVALUMAB,0
Gastrointestinal Sarcoma,LENVATINIB,3
Gastrointestinal Sarcoma,PALBOCICLIB,1
Gastrointestinal Sarcoma,TRIFLURIDINA TIPIRACILO,2
Gastrointestinal Sarcoma,IPILIMUMAB,6
Gastrointestinal Sarcoma,PAZOPANIB,40
Gastrointestinal Sarcoma,CRIZOTINIB,10
Gastrointestinal Sarcoma,TRABECTEDINA,23
Gastrointestinal Sarcoma,AVELumab,2
Gastrointestinal Sarcoma,LORLATINIB,0
Gastrointestinal Sarcoma,ENZALUTAMIDA,0
Gastrointestinal Sarcoma,AFATINIB,2
Gastrointestinal Sarcoma,CAPECITABINA,4
Gastrointestinal Sarcoma,CETUXIMAB,8
Gastrointestinal Sarcoma,PACLitaxel ALBUMINA,0
Gastrointestinal Sarcoma,AFLIBERCEPT,1
Gastrointestinal Sarcoma,SACITUZUMAB GOVITECAN,0
Gastrointestinal Sarcoma,eriBULina,0
Gastrointestinal Sarcoma,PACLITAXEL,30
Gastrointestinal Sarcoma,CLORURO DE SODIO,0
Gastrointestinal Sarcoma,ENCORAFENIB,0
Gastrointestinal Sarcoma,EVEROLIMUS,12
Gastrointestinal Sarcoma,VINORELBINA,2
Gastrointestinal Sarcoma,PEMETREXED,1
Gastrointestinal Sarcoma,BINIMETINIB,1
Gastrointestinal Sarcoma,CARBOPLATINO,22
Gastrointestinal Sarcoma,ABIRATERONA,0
Gastrointestinal Sarcoma,DENOSUMAB,5
Gastrointestinal Sarcoma,EVEROLIMUS,12
Gastrointestinal Sarcoma,FILGRASTIM,0
Gastrointestinal Sarcoma,FLUOROURACILO,57
Gastrointestinal Sarcoma,DOXORUBICINA,172
Gastrointestinal Sarcoma,GEMCITABINA,41
Gastrointestinal Sarcoma,REGORAFENIB,79
Gastrointestinal Sarcoma,SELPERCATINIB,0
Gastrointestinal Sarcoma,REMDESIVIR,0
Gastrointestinal Sarcoma,ENOXAPARINA,0
Gastrointestinal Sarcoma,IRINOTECAN,23
Gastrointestinal Sarcoma,NINTEDANIB,0
Gastrointestinal Sarcoma,PLERIXAFOR,0
Gastrointestinal Sarcoma,ALPELISIB,1
Gastrointestinal Sarcoma,RUCAPARIB,0
Gastrointestinal Sarcoma,ALBÚMINA,0
Gastrointestinal Sarcoma,TEMOZOLOMIDA,10
Gastrointestinal Sarcoma,OXALIPLATINO,7
Gastrointestinal Sarcoma,SOTORASIB,1
Colorectal Carcinosarcoma,PEMBROlizumab,0
Colorectal Carcinosarcoma,OSIMERTINIB,0
Colorectal Carcinosarcoma,NIVOlumab,1
Colorectal Carcinosarcoma,ABEMACICLIB,0
Colorectal Carcinosarcoma,EMTANSINA TRASTUZUMAB,0
Colorectal Carcinosarcoma,PERTuzumab,0
Colorectal Carcinosarcoma,PANItumumab,0
Colorectal Carcinosarcoma,ALECTINIB,0
Colorectal Carcinosarcoma,DABRAFENIB,0
Colorectal Carcinosarcoma,NIRAPARIB,0
Colorectal Carcinosarcoma,TRASTuzumab,0
Colorectal Carcinosarcoma,CABOZANTINIB,0
Colorectal Carcinosarcoma,DERUXTECAN TRASTUZUMAB,0
Colorectal Carcinosarcoma,RAMUCIRUMAB,0
Colorectal Carcinosarcoma,ATEZOlizumab,0
Colorectal Carcinosarcoma,BEVACIZUMAB,0
Colorectal Carcinosarcoma,OLAPARIB,0
Colorectal Carcinosarcoma,TRAMETINIB,0
Colorectal Carcinosarcoma,RIBOCICLIB,0
Colorectal Carcinosarcoma,DURVALUMAB,0
