farmaco,term,count
cetuximab,BONE MARROW FAILURE,204
cetuximab,CONFUSIONAL STATE,202
cetuximab,PNEUMONIA ASPIRATION,202
cetuximab,DERMATITIS,199
cetuximab,ALANINE AMINOTRANSFERASE INCREASED,195
cetuximab,SKIN DISORDER,195
cetuximab,URINARY TRACT INFECTION,195
cetuximab,PARAESTHESIA,194
cetuximab,BLOOD CREATININE INCREASED,187
cetuximab,CARDIAC ARREST,186
cetuximab,CHEST DISCOMFORT,186
cetuximab,INTESTINAL OBSTRUCTION,176
cetuximab,MYOCARDIAL INFARCTION,176
cetuximab,PANCYTOPENIA,176
paclitaxel albumin,MALIGNANT NEOPLASM PROGRESSION,61
paclitaxel albumin,MYELOSUPPRESSION,59
paclitaxel albumin,PYREXIA,46
paclitaxel albumin,DEATH,39
paclitaxel albumin,NAUSEA,39
paclitaxel albumin,OFF LABEL USE,39
paclitaxel albumin,DIARRHOEA,34
paclitaxel albumin,PLATELET COUNT DECREASED,33
paclitaxel albumin,NEUTROPHIL COUNT DECREASED,31
paclitaxel albumin,DECREASED APPETITE,30
paclitaxel albumin,NEUTROPENIA,30
paclitaxel albumin,INTERSTITIAL LUNG DISEASE,29
paclitaxel albumin,FEBRILE NEUTROPENIA,28
paclitaxel albumin,PNEUMONIA,27
paclitaxel albumin,WHITE BLOOD CELL COUNT DECREASED,25
paclitaxel albumin,ANAEMIA,24
paclitaxel albumin,VOMITING,23
paclitaxel albumin,THROMBOCYTOPENIA,22
paclitaxel albumin,GASTROINTESTINAL DISORDER,21
paclitaxel albumin,NEUROPATHY PERIPHERAL,21
paclitaxel albumin,ASTHENIA,19
paclitaxel albumin,DEHYDRATION,19
paclitaxel albumin,FATIGUE,19
paclitaxel albumin,INTENTIONAL PRODUCT USE ISSUE,19
paclitaxel albumin,RASH,19
paclitaxel albumin,BONE MARROW FAILURE,18
paclitaxel albumin,DISEASE PROGRESSION,17
paclitaxel albumin,DYSPNOEA,16
paclitaxel albumin,HEPATIC FUNCTION ABNORMAL,16
paclitaxel albumin,PAIN,15
paclitaxel albumin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,15
paclitaxel albumin,GENERAL PHYSICAL HEALTH DETERIORATION,14
paclitaxel albumin,LUNG DISORDER,13
paclitaxel albumin,RESPIRATORY FAILURE,13
paclitaxel albumin,ALANINE AMINOTRANSFERASE INCREASED,12
paclitaxel albumin,INFECTION,12
paclitaxel albumin,MUCOSAL INFLAMMATION,12
paclitaxel albumin,PANCYTOPENIA,12
paclitaxel albumin,SEPSIS,12
paclitaxel albumin,ABDOMINAL PAIN,11
paclitaxel albumin,HYPOAESTHESIA,11
paclitaxel albumin,HYPOKALAEMIA,11
paclitaxel albumin,PNEUMONITIS,11
paclitaxel albumin,ACUTE KIDNEY INJURY,10
paclitaxel albumin,ALOPECIA,10
paclitaxel albumin,IMMUNE-MEDIATED HEPATIC DISORDER,10
paclitaxel albumin,MALAISE,10
paclitaxel albumin,PLEURAL EFFUSION,10
paclitaxel albumin,ARTHRALGIA,9
paclitaxel albumin,HYPOTHYROIDISM,9
paclitaxel albumin,LEUKOPENIA,9
paclitaxel albumin,PRODUCT USE IN UNAPPROVED INDICATION,9
paclitaxel albumin,ASPARTATE AMINOTRANSFERASE INCREASED,8
paclitaxel albumin,CHOLANGITIS,8
paclitaxel albumin,MUSCULAR WEAKNESS,8
paclitaxel albumin,NEUROTOXICITY,8
paclitaxel albumin,TOXICITY TO VARIOUS AGENTS,8
paclitaxel albumin,URINARY TRACT INFECTION,8
paclitaxel albumin,BLOOD CREATININE INCREASED,7
paclitaxel albumin,CHEST DISCOMFORT,7
paclitaxel albumin,GASTROINTESTINAL HAEMORRHAGE,7
paclitaxel albumin,HYPERTENSION,7
paclitaxel albumin,HYPONATRAEMIA,7
paclitaxel albumin,METASTASES TO LIVER,7
paclitaxel albumin,NEOPLASM PROGRESSION,7
paclitaxel albumin,PNEUMOCYSTIS JIROVECII PNEUMONIA,7
paclitaxel albumin,PRURITUS,7
paclitaxel albumin,RENAL IMPAIRMENT,7
paclitaxel albumin,SEPTIC SHOCK,7
paclitaxel albumin,STOMATITIS,7
paclitaxel albumin,ABDOMINAL PAIN UPPER,6
paclitaxel albumin,CARDIAC FAILURE,6
paclitaxel albumin,CEREBROVASCULAR ACCIDENT,6
paclitaxel albumin,CHILLS,6
paclitaxel albumin,CHOLANGITIS SCLEROSING,6
paclitaxel albumin,COLITIS,6
paclitaxel albumin,CONSTIPATION,6
paclitaxel albumin,COUGH,6
paclitaxel albumin,DRUG-INDUCED LIVER INJURY,6
paclitaxel albumin,DYSPHAGIA,6
paclitaxel albumin,HEADACHE,6
paclitaxel albumin,HYPERSENSITIVITY,6
paclitaxel albumin,HYPOXIA,6
paclitaxel albumin,LIVER DISORDER,6
paclitaxel albumin,LYMPHANGIOSIS CARCINOMATOSA,6
paclitaxel albumin,PERICARDIAL EFFUSION,6
paclitaxel albumin,PNEUMONIA ASPIRATION,6
paclitaxel albumin,PROTEINURIA,6
paclitaxel albumin,ABDOMINAL DISTENSION,5
paclitaxel albumin,ADRENAL INSUFFICIENCY,5
paclitaxel albumin,ASCITES,5
paclitaxel albumin,BLOOD GLUCOSE INCREASED,5
paclitaxel albumin,BREAST CANCER,5
paclitaxel albumin,CELLULITIS,5
paclitaxel albumin,CYTOPENIA,5
paclitaxel albumin,DEEP VEIN THROMBOSIS,5
paclitaxel albumin,DIZZINESS,5
paclitaxel albumin,EJECTION FRACTION DECREASED,5
paclitaxel albumin,EPISTAXIS,5
paclitaxel albumin,FAILURE TO THRIVE,5
aflibercept,DEATH,7923
aflibercept,VISUAL IMPAIRMENT,1612
aflibercept,BLINDNESS,1260
aflibercept,ENDOPHTHALMITIS,1211
aflibercept,OFF LABEL USE,1178
aflibercept,VISUAL ACUITY REDUCED,1130
aflibercept,EYE PAIN,989
aflibercept,DRUG INEFFECTIVE,964
aflibercept,VISION BLURRED,946
aflibercept,BLINDNESS UNILATERAL,920
aflibercept,BLINDNESS TRANSIENT,914
aflibercept,PRODUCT DOSE OMISSION ISSUE,858
aflibercept,EYE INFLAMMATION,834
aflibercept,EYE HAEMORRHAGE,742
aflibercept,VITREOUS FLOATERS,633
aflibercept,INTRAOCULAR PRESSURE INCREASED,602
aflibercept,DIARRHOEA,595
aflibercept,RETINAL HAEMORRHAGE,522
aflibercept,HYPERTENSION,503
aflibercept,CATARACT,481
aflibercept,NON-INFECTIOUS ENDOPHTHALMITIS,404
aflibercept,HEADACHE,372
aflibercept,VITRITIS,347
aflibercept,OCULAR HYPERAEMIA,332
aflibercept,UVEITIS,322
aflibercept,CEREBROVASCULAR ACCIDENT,320
aflibercept,PRODUCT USE ISSUE,307
aflibercept,DISEASE PROGRESSION,306
aflibercept,NEUTROPENIA,302
aflibercept,FATIGUE,299
aflibercept,ASTHENIA,285
aflibercept,EYE DISORDER,276
aflibercept,FALL,271
aflibercept,MALAISE,271
aflibercept,INJECTION SITE PAIN,262
aflibercept,VITRECTOMY,258
aflibercept,NAUSEA,256
aflibercept,VITREOUS HAEMORRHAGE,240
aflibercept,LACRIMATION INCREASED,238
aflibercept,EYE IRRITATION,235
aflibercept,MYOCARDIAL INFARCTION,223
aflibercept,VOMITING,221
aflibercept,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,219
aflibercept,DYSPNOEA,218
aflibercept,HOSPITALISATION,216
aflibercept,DRUG DOSE OMISSION,215
aflibercept,EYE INFECTION,208
aflibercept,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,206
aflibercept,PRODUCT DOSE OMISSION,204
aflibercept,MACULAR OEDEMA,202
aflibercept,NEOVASCULAR AGE-RELATED MACULAR DEGENERATION,202
aflibercept,RETINAL DETACHMENT,197
aflibercept,PAIN,196
aflibercept,PNEUMONIA,192
aflibercept,PYREXIA,190
aflibercept,RETINAL OEDEMA,190
aflibercept,DEVICE USE ISSUE,178
aflibercept,GENERAL PHYSICAL HEALTH DETERIORATION,176
aflibercept,DIZZINESS,174
aflibercept,CATARACT OPERATION,168
aflibercept,GLAUCOMA,167
aflibercept,PHOTOPHOBIA,167
aflibercept,ABDOMINAL PAIN,164
aflibercept,DECREASED APPETITE,161
aflibercept,PROTEINURIA,159
aflibercept,SUBRETINAL FLUID,159
aflibercept,EYE SWELLING,155
aflibercept,INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,155
aflibercept,OCULAR DISCOMFORT,155
aflibercept,REFUSAL OF TREATMENT BY PATIENT,149
aflibercept,ANAEMIA,146
aflibercept,RETINAL ARTERY OCCLUSION,144
aflibercept,BLOOD PRESSURE INCREASED,143
aflibercept,PULMONARY EMBOLISM,141
aflibercept,DETACHMENT OF RETINAL PIGMENT EPITHELIUM,139
aflibercept,CONDITION AGGRAVATED,137
aflibercept,MACULAR DEGENERATION,136
aflibercept,VITREOUS OPACITIES,135
aflibercept,ANTERIOR CHAMBER CELL,132
aflibercept,THROMBOCYTOPENIA,130
aflibercept,AGE-RELATED MACULAR DEGENERATION,129
aflibercept,STOMATITIS,129
aflibercept,MACULAR HOLE,127
aflibercept,UNEVALUABLE EVENT,124
aflibercept,RENAL FAILURE,122
aflibercept,FOREIGN BODY SENSATION IN EYES,120
aflibercept,METAMORPHOPSIA,115
aflibercept,WEIGHT DECREASED,115
aflibercept,CARDIAC FAILURE,114
aflibercept,URINARY TRACT INFECTION,112
aflibercept,ACUTE KIDNEY INJURY,109
aflibercept,HYPOACUSIS,109
aflibercept,INJURY ASSOCIATED WITH DEVICE,109
aflibercept,IRITIS,108
aflibercept,NEUROPATHY PERIPHERAL,108
aflibercept,VISUAL FIELD DEFECT,108
aflibercept,ALOPECIA,107
aflibercept,ATRIAL FIBRILLATION,107
aflibercept,EPISTAXIS,104
aflibercept,TRANSIENT ISCHAEMIC ATTACK,104
sacituzumab govitecan,DISEASE PROGRESSION,905
sacituzumab govitecan,DEATH,461
sacituzumab govitecan,DIARRHOEA,381
sacituzumab govitecan,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,330
sacituzumab govitecan,NEUTROPENIA,315
sacituzumab govitecan,FATIGUE,237
sacituzumab govitecan,OFF LABEL USE,232
sacituzumab govitecan,NAUSEA,182
sacituzumab govitecan,WEIGHT FLUCTUATION,180
sacituzumab govitecan,FEBRILE NEUTROPENIA,179
sacituzumab govitecan,ASTHENIA,159
sacituzumab govitecan,WEIGHT DECREASED,146
sacituzumab govitecan,ALOPECIA,122
sacituzumab govitecan,NEUTROPHIL COUNT DECREASED,109
sacituzumab govitecan,WEIGHT INCREASED,109
sacituzumab govitecan,VOMITING,107
sacituzumab govitecan,CONSTIPATION,103
sacituzumab govitecan,MALAISE,95
sacituzumab govitecan,DYSPNOEA,93
sacituzumab govitecan,HEART RATE INCREASED,86
sacituzumab govitecan,DRUG INEFFECTIVE,81
sacituzumab govitecan,PYREXIA,81
sacituzumab govitecan,ANAEMIA,78
sacituzumab govitecan,PAIN,78
sacituzumab govitecan,HYPOTENSION,77
sacituzumab govitecan,COVID-19,75
sacituzumab govitecan,SEPSIS,73
sacituzumab govitecan,ABDOMINAL PAIN,70
sacituzumab govitecan,THROMBOCYTOPENIA,68
sacituzumab govitecan,COLITIS,62
sacituzumab govitecan,HYPERTENSION,61
sacituzumab govitecan,WHITE BLOOD CELL COUNT DECREASED,61
sacituzumab govitecan,DECREASED APPETITE,57
sacituzumab govitecan,RASH,56
sacituzumab govitecan,PNEUMONIA,55
sacituzumab govitecan,COUGH,54
sacituzumab govitecan,GENERAL PHYSICAL HEALTH DETERIORATION,53
sacituzumab govitecan,HEADACHE,53
sacituzumab govitecan,NEUTROPENIC COLITIS,53
sacituzumab govitecan,DIZZINESS,50
sacituzumab govitecan,SEPTIC SHOCK,48
sacituzumab govitecan,METASTASES TO CENTRAL NERVOUS SYSTEM,44
sacituzumab govitecan,ABDOMINAL PAIN UPPER,43
sacituzumab govitecan,PNEUMONITIS,40
sacituzumab govitecan,DEHYDRATION,39
sacituzumab govitecan,NEUTROPENIC SEPSIS,36
sacituzumab govitecan,SOMNOLENCE,36
sacituzumab govitecan,NASOPHARYNGITIS,35
sacituzumab govitecan,PANCYTOPENIA,35
sacituzumab govitecan,PLEURAL EFFUSION,34
sacituzumab govitecan,PLATELET COUNT DECREASED,33
sacituzumab govitecan,ILL-DEFINED DISORDER,32
sacituzumab govitecan,URINARY TRACT INFECTION,32
sacituzumab govitecan,INFECTION,31
sacituzumab govitecan,NEUTROPHIL COUNT ABNORMAL,31
sacituzumab govitecan,BACK PAIN,30
sacituzumab govitecan,GENERAL PHYSICAL CONDITION ABNORMAL,30
sacituzumab govitecan,METASTASES TO LIVER,30
sacituzumab govitecan,DYSPHAGIA,29
sacituzumab govitecan,PAIN IN EXTREMITY,29
sacituzumab govitecan,ARTHRALGIA,28
sacituzumab govitecan,HAEMOGLOBIN DECREASED,28
sacituzumab govitecan,LEUKOPENIA,28
sacituzumab govitecan,PRODUCT DOSE OMISSION ISSUE,28
sacituzumab govitecan,BREAST CANCER METASTATIC,27
sacituzumab govitecan,MUCOSAL INFLAMMATION,27
sacituzumab govitecan,NEUROPATHY PERIPHERAL,27
sacituzumab govitecan,ACUTE KIDNEY INJURY,26
sacituzumab govitecan,INTENTIONAL DOSE OMISSION,26
sacituzumab govitecan,HYPOKALAEMIA,25
sacituzumab govitecan,HYPERSENSITIVITY,24
sacituzumab govitecan,HYPONATRAEMIA,24
sacituzumab govitecan,NEOPLASM PROGRESSION,24
sacituzumab govitecan,PRURITUS,24
sacituzumab govitecan,INFUSION RELATED REACTION,23
sacituzumab govitecan,MALIGNANT NEOPLASM PROGRESSION,23
sacituzumab govitecan,OROPHARYNGEAL PAIN,23
sacituzumab govitecan,OXYGEN SATURATION DECREASED,22
sacituzumab govitecan,SARS-COV-2 TEST POSITIVE,22
sacituzumab govitecan,FEBRILE BONE MARROW APLASIA,21
sacituzumab govitecan,GAIT DISTURBANCE,21
sacituzumab govitecan,BONE PAIN,20
sacituzumab govitecan,ILLNESS,20
sacituzumab govitecan,RENAL FAILURE,20
sacituzumab govitecan,ANXIETY,19
sacituzumab govitecan,HAEMATOTOXICITY,19
sacituzumab govitecan,MYELOSUPPRESSION,19
sacituzumab govitecan,PRODUCT PREPARATION ISSUE,19
sacituzumab govitecan,DISCOMFORT,18
sacituzumab govitecan,INCORRECT DOSE ADMINISTERED,18
sacituzumab govitecan,LIVER DISORDER,18
sacituzumab govitecan,METASTASES TO BONE,18
sacituzumab govitecan,POOR VENOUS ACCESS,18
sacituzumab govitecan,PRODUCT USE ISSUE,18
sacituzumab govitecan,TRIPLE NEGATIVE BREAST CANCER,18
sacituzumab govitecan,PRODUCTIVE COUGH,17
sacituzumab govitecan,RED BLOOD CELL COUNT DECREASED,17
sacituzumab govitecan,ATRIAL FIBRILLATION,16
sacituzumab govitecan,CHEST PAIN,16
sacituzumab govitecan,FALL,16
eribulin,NEUTROPENIA,823
eribulin,MALIGNANT NEOPLASM PROGRESSION,716
eribulin,FEBRILE NEUTROPENIA,519
eribulin,NEUROPATHY PERIPHERAL,357
eribulin,PYREXIA,306
eribulin,DISEASE PROGRESSION,291
eribulin,FATIGUE,285
eribulin,LEUKOPENIA,254
eribulin,NAUSEA,245
eribulin,METASTASES TO LIVER,232
eribulin,MYELOSUPPRESSION,223
eribulin,ANAEMIA,220
eribulin,METASTASES TO BONE,205
eribulin,ASTHENIA,204
eribulin,DECREASED APPETITE,198
eribulin,INTERSTITIAL LUNG DISEASE,197
eribulin,THROMBOCYTOPENIA,194
eribulin,DIARRHOEA,193
eribulin,NEUTROPHIL COUNT DECREASED,187
eribulin,BREAST CANCER METASTATIC,183
eribulin,DYSPNOEA,182
eribulin,PNEUMONIA,180
eribulin,BREAST CANCER,173
eribulin,WHITE BLOOD CELL COUNT DECREASED,169
eribulin,STOMATITIS,156
eribulin,VOMITING,153
eribulin,ALOPECIA,152
eribulin,DEATH,133
eribulin,MUCOSAL INFLAMMATION,133
eribulin,OFF LABEL USE,128
eribulin,PLEURAL EFFUSION,127
eribulin,NEOPLASM PROGRESSION,120
eribulin,MALAISE,118
eribulin,HEADACHE,117
eribulin,SEPSIS,109
eribulin,COUGH,106
eribulin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,101
eribulin,PLATELET COUNT DECREASED,99
eribulin,DRUG INEFFECTIVE,96
eribulin,METASTASES TO LUNG,95
eribulin,OSTEONECROSIS OF JAW,87
eribulin,PULMONARY EMBOLISM,83
eribulin,ABDOMINAL PAIN,82
eribulin,RASH,81
eribulin,CONSTIPATION,80
eribulin,METASTASES TO CENTRAL NERVOUS SYSTEM,80
eribulin,DRUG INTOLERANCE,75
eribulin,PAIN,75
eribulin,PANCYTOPENIA,75
eribulin,GENERAL PHYSICAL HEALTH DETERIORATION,71
eribulin,URINARY TRACT INFECTION,71
eribulin,METASTASES TO LYMPH NODES,68
eribulin,BACK PAIN,67
eribulin,HYPOAESTHESIA,66
eribulin,WEIGHT DECREASED,66
eribulin,ASCITES,62
eribulin,ASPARTATE AMINOTRANSFERASE INCREASED,61
eribulin,CARDIAC FAILURE,61
eribulin,HAEMATOTOXICITY,61
eribulin,PNEUMONITIS,61
eribulin,ALANINE AMINOTRANSFERASE INCREASED,59
eribulin,PAIN IN EXTREMITY,55
eribulin,BONE PAIN,52
eribulin,HYPERGLYCAEMIA,49
eribulin,PNEUMOTHORAX,49
eribulin,HEPATIC FUNCTION ABNORMAL,48
eribulin,LYMPHOPENIA,48
eribulin,ARTHRALGIA,47
eribulin,DIZZINESS,46
eribulin,COLITIS,45
eribulin,TREMOR,45
eribulin,PSEUDOCIRRHOSIS,44
eribulin,DEHYDRATION,43
eribulin,ELECTROCARDIOGRAM QT PROLONGED,43
eribulin,POLYNEUROPATHY,43
eribulin,HYPOKALAEMIA,41
eribulin,OEDEMA PERIPHERAL,41
eribulin,CHILLS,40
eribulin,ACUTE KIDNEY INJURY,39
eribulin,DYSPHONIA,39
eribulin,PALPITATIONS,39
eribulin,DYSPEPSIA,38
eribulin,HEPATIC FAILURE,38
eribulin,RESPIRATORY FAILURE,37
eribulin,BLOOD CREATININE INCREASED,36
eribulin,CONDITION AGGRAVATED,36
eribulin,PROTEIN TOTAL INCREASED,36
eribulin,BREAST CANCER RECURRENT,35
eribulin,CELLULITIS,35
eribulin,RASH PRURITIC,35
eribulin,FALL,34
eribulin,HAEMOGLOBIN DECREASED,34
eribulin,JAUNDICE,34
eribulin,HYPERTENSION,33
eribulin,HYPONATRAEMIA,33
eribulin,IMMUNOSUPPRESSION,33
eribulin,INFECTION,32
eribulin,EPISTAXIS,31
eribulin,PERIPHERAL SENSORY NEUROPATHY,31
eribulin,SEPTIC SHOCK,31
paclitaxel,DYSPNOEA,5729
paclitaxel,NAUSEA,5676
paclitaxel,DIARRHOEA,5198
paclitaxel,DEATH,4988
paclitaxel,NEUTROPENIA,4959
paclitaxel,FATIGUE,4495
paclitaxel,ANAEMIA,4457
paclitaxel,VOMITING,4042
paclitaxel,OFF LABEL USE,4030
paclitaxel,MALIGNANT NEOPLASM PROGRESSION,4022
paclitaxel,PYREXIA,3745
paclitaxel,NEUROPATHY PERIPHERAL,3676
paclitaxel,DISEASE PROGRESSION,3509
paclitaxel,FEBRILE NEUTROPENIA,3456
paclitaxel,ASTHENIA,2912
paclitaxel,THROMBOCYTOPENIA,2826
paclitaxel,ALOPECIA,2610
paclitaxel,ERYTHEMA,2426
paclitaxel,PNEUMONIA,2268
paclitaxel,DECREASED APPETITE,2262
paclitaxel,RASH,2231
paclitaxel,ABDOMINAL PAIN,2194
paclitaxel,DRUG INEFFECTIVE,2131
paclitaxel,HYPERTENSION,2106
paclitaxel,BACK PAIN,1995
paclitaxel,NEUTROPHIL COUNT DECREASED,1827
paclitaxel,PAIN,1808
paclitaxel,HYPOTENSION,1800
paclitaxel,GENERAL PHYSICAL HEALTH DETERIORATION,1783
paclitaxel,LEUKOPENIA,1775
paclitaxel,MALAISE,1742
paclitaxel,DEHYDRATION,1708
paclitaxel,WHITE BLOOD CELL COUNT DECREASED,1705
paclitaxel,HYPERSENSITIVITY,1700
paclitaxel,COUGH,1624
paclitaxel,CONSTIPATION,1621
paclitaxel,FLUSHING,1620
paclitaxel,SEPSIS,1572
paclitaxel,PLATELET COUNT DECREASED,1543
paclitaxel,INTERSTITIAL LUNG DISEASE,1493
paclitaxel,DIZZINESS,1367
paclitaxel,INFUSION RELATED REACTION,1358
paclitaxel,MYELOSUPPRESSION,1323
paclitaxel,CHEST DISCOMFORT,1285
paclitaxel,PLEURAL EFFUSION,1284
paclitaxel,ARTHRALGIA,1282
paclitaxel,CHEST PAIN,1271
paclitaxel,PULMONARY EMBOLISM,1236
paclitaxel,HEADACHE,1229
paclitaxel,METASTASES TO LIVER,1220
paclitaxel,PNEUMONITIS,1180
paclitaxel,MUCOSAL INFLAMMATION,1173
paclitaxel,NEOPLASM PROGRESSION,1134
paclitaxel,PARAESTHESIA,1133
paclitaxel,TACHYCARDIA,1130
paclitaxel,ACUTE KIDNEY INJURY,1126
paclitaxel,WEIGHT DECREASED,1125
paclitaxel,PANCYTOPENIA,1111
paclitaxel,PRURITUS,1074
paclitaxel,METASTASES TO BONE,1072
paclitaxel,EPISTAXIS,1057
paclitaxel,PRODUCT USE IN UNAPPROVED INDICATION,1046
paclitaxel,INFECTION,998
paclitaxel,URINARY TRACT INFECTION,998
paclitaxel,HYPOKALAEMIA,986
paclitaxel,HAEMOGLOBIN DECREASED,985
paclitaxel,STOMATITIS,978
paclitaxel,OEDEMA PERIPHERAL,915
paclitaxel,MYALGIA,913
paclitaxel,OXYGEN SATURATION DECREASED,908
paclitaxel,RESPIRATORY FAILURE,887
paclitaxel,PAIN IN EXTREMITY,883
paclitaxel,ALANINE AMINOTRANSFERASE INCREASED,862
paclitaxel,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,839
paclitaxel,ASCITES,835
paclitaxel,CHILLS,834
paclitaxel,BREAST CANCER METASTATIC,823
paclitaxel,HYPONATRAEMIA,819
paclitaxel,HYPOAESTHESIA,814
paclitaxel,HYPOXIA,802
paclitaxel,BREAST CANCER,785
paclitaxel,CARDIAC FAILURE,779
paclitaxel,BONE MARROW FAILURE,770
paclitaxel,LOSS OF CONSCIOUSNESS,751
paclitaxel,BONE PAIN,748
paclitaxel,ABDOMINAL PAIN UPPER,735
paclitaxel,NEUROTOXICITY,729
paclitaxel,ASPARTATE AMINOTRANSFERASE INCREASED,726
paclitaxel,METASTASES TO LUNG,726
paclitaxel,HYPERHIDROSIS,719
paclitaxel,SEPTIC SHOCK,711
paclitaxel,SYNCOPE,708
paclitaxel,DEEP VEIN THROMBOSIS,703
paclitaxel,DYSPHAGIA,701
paclitaxel,POLYNEUROPATHY,701
paclitaxel,METASTASES TO CENTRAL NERVOUS SYSTEM,694
paclitaxel,CONDITION AGGRAVATED,682
paclitaxel,FEELING HOT,679
paclitaxel,ANXIETY,675
paclitaxel,ANAPHYLACTIC REACTION,657
sodium chloride,DEATH,21163
sodium chloride,DRUG INEFFECTIVE,14094
sodium chloride,OFF LABEL USE,11703
sodium chloride,NAUSEA,11438
sodium chloride,HYPOTENSION,10673
sodium chloride,DYSPNOEA,10578
sodium chloride,VOMITING,10363
sodium chloride,PNEUMONIA,9567
sodium chloride,FATIGUE,9269
sodium chloride,SEIZURE,9193
sodium chloride,DIARRHOEA,8795
sodium chloride,PYREXIA,8754
sodium chloride,HEADACHE,7740
sodium chloride,PAIN,7274
sodium chloride,FALL,7200
sodium chloride,MALAISE,7064
sodium chloride,PERITONITIS,7041
sodium chloride,ASTHENIA,6940
sodium chloride,DIZZINESS,6600
sodium chloride,ABDOMINAL PAIN,6150
sodium chloride,DEHYDRATION,6127
sodium chloride,HYPERTENSION,5705
sodium chloride,CONDITION AGGRAVATED,5545
sodium chloride,RASH,5449
sodium chloride,SEPSIS,5285
sodium chloride,INFECTION,5070
sodium chloride,ACUTE KIDNEY INJURY,4964
sodium chloride,PERITONITIS BACTERIAL,4960
sodium chloride,CONSTIPATION,4589
sodium chloride,PERITONEAL DIALYSIS COMPLICATION,4584
sodium chloride,WEIGHT DECREASED,4563
sodium chloride,FLUID OVERLOAD,4502
sodium chloride,ANAEMIA,4494
sodium chloride,COUGH,4413
sodium chloride,DRUG INTERACTION,4269
sodium chloride,ABDOMINAL DISTENSION,4227
sodium chloride,DECREASED APPETITE,4219
sodium chloride,MYOCARDIAL INFARCTION,4102
sodium chloride,CARDIAC ARREST,4098
sodium chloride,MUSCLE SPASMS,4009
sodium chloride,URINARY TRACT INFECTION,3976
sodium chloride,CONFUSIONAL STATE,3938
sodium chloride,PRURITUS,3927
sodium chloride,GENERAL PHYSICAL HEALTH DETERIORATION,3908
sodium chloride,SOMNOLENCE,3819
sodium chloride,CHEST PAIN,3773
sodium chloride,MATERNAL EXPOSURE DURING PREGNANCY,3695
sodium chloride,ANXIETY,3668
sodium chloride,WEIGHT INCREASED,3666
sodium chloride,PERIPHERAL SWELLING,3531
sodium chloride,ARTHRALGIA,3514
sodium chloride,THROMBOCYTOPENIA,3370
sodium chloride,BACK PAIN,3311
sodium chloride,PAIN IN EXTREMITY,3234
sodium chloride,CEREBROVASCULAR ACCIDENT,3204
sodium chloride,RENAL FAILURE,3196
sodium chloride,SWELLING,3123
sodium chloride,PRODUCT USE IN UNAPPROVED INDICATION,3058
sodium chloride,DRUG HYPERSENSITIVITY,3006
sodium chloride,FLUID RETENTION,2885
sodium chloride,HYPONATRAEMIA,2826
sodium chloride,EPILEPSY,2819
sodium chloride,TOXICITY TO VARIOUS AGENTS,2816
sodium chloride,NASOPHARYNGITIS,2783
sodium chloride,INSOMNIA,2779
sodium chloride,WHITE BLOOD CELL COUNT DECREASED,2772
sodium chloride,CHILLS,2728
sodium chloride,RESPIRATORY FAILURE,2724
sodium chloride,FOETAL EXPOSURE DURING PREGNANCY,2682
sodium chloride,ABDOMINAL PAIN UPPER,2634
sodium chloride,TREMOR,2621
sodium chloride,LOSS OF CONSCIOUSNESS,2608
sodium chloride,CARDIAC FAILURE,2565
sodium chloride,SINUSITIS,2525
sodium chloride,DEPRESSION,2521
sodium chloride,BLOOD PRESSURE INCREASED,2511
sodium chloride,MYELOSUPPRESSION,2511
sodium chloride,ABDOMINAL DISCOMFORT,2505
sodium chloride,HYPERSENSITIVITY,2491
sodium chloride,PROCEDURAL PAIN,2490
sodium chloride,TACHYCARDIA,2490
sodium chloride,OEDEMA PERIPHERAL,2471
sodium chloride,GAIT DISTURBANCE,2456
sodium chloride,CARDIAC DISORDER,2454
sodium chloride,HAEMOGLOBIN DECREASED,2444
sodium chloride,COVID-19,2438
sodium chloride,ERYTHEMA,2433
sodium chloride,PRODUCT USE ISSUE,2393
sodium chloride,NEUTROPENIA,2339
sodium chloride,PLATELET COUNT DECREASED,2307
sodium chloride,INFUSION RELATED REACTION,2279
sodium chloride,BLOOD PRESSURE DECREASED,2230
sodium chloride,CHEST DISCOMFORT,2177
sodium chloride,FEBRILE NEUTROPENIA,2154
sodium chloride,FEELING ABNORMAL,2145
sodium chloride,ATRIAL FIBRILLATION,2126
sodium chloride,OVERDOSE,2118
sodium chloride,URTICARIA,2089
sodium chloride,GENERALISED TONIC-CLONIC SEIZURE,2022
sodium chloride,STATUS EPILEPTICUS,2016
encorafenib,DEATH,779
encorafenib,OFF LABEL USE,774
encorafenib,NAUSEA,612
encorafenib,FATIGUE,531
encorafenib,PRODUCT USE IN UNAPPROVED INDICATION,512
encorafenib,DIARRHOEA,471
encorafenib,NEOPLASM PROGRESSION,444
encorafenib,PYREXIA,443
encorafenib,VOMITING,354
encorafenib,RASH,350
